name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2023-12-24T05:00:00,5.6,5.6,2.8,82.19,0,0,,0,0,7.6,0.4,355,1030.1,89.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T06:00:00,5.6,4,3.3,85.07,0.006,100,rain,0,0,7.6,7.2,30,1030,100,15.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T07:00:00,6.1,5.2,3.8,85.19,0.013,100,rain,0,0,9.4,5.4,276,1030.3,99.6,15.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T08:00:00,5.6,5.6,3.3,85.07,0,0,,0,0,9.4,0.1,1,1030.3,99.6,15.9,19,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T09:00:00,5.7,5.7,3.3,84.96,0,0,,0,0,9.4,0.4,356,1030.8,99.6,15.9,91,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T10:00:00,6.2,6.2,3.8,84.88,0,0,,0,0,9.4,0.2,2,1031.3,99.6,15.9,93,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T11:00:00,6.7,6.7,3.8,81.77,0,0,,0,0,9.4,0.1,2,1030.9,100,16,153,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-24T12:00:00,7.3,6,3.8,78.89,0,0,,0,0,7.6,7.2,265,1030.2,99.6,15.9,171,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T13:00:00,7.9,6.8,3.9,75.64,0,0,,0,0,7.6,7.1,235,1029.6,99.6,15.8,105,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T14:00:00,7.3,6.6,4.3,81.47,0,0,,0,0,11.2,5.4,234,1029.4,99.6,15.9,100,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T15:00:00,7.9,6.8,4.4,78.25,0,0,,0,0,11.2,7.2,208,1029.2,99.9,15.9,82,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T16:00:00,7.9,7.2,4.3,78.05,0,0,,0,0,9.4,5.4,235,1029.3,99.9,16,9,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T17:00:00,7.3,6,4.3,81.34,0,0,,0,0,7.6,7.2,246,1029.5,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T18:00:00,7.3,6,4.9,85.09,0,0,,0,0,9.4,7.2,237,1029.7,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T19:00:00,7.3,6.5,4.9,85.15,0,0,,0,0,9.4,5.4,250,1029.8,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T20:00:00,7.2,6.5,4.4,81.83,0,0,,0,0,11.2,5.5,268,1029.9,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T21:00:00,7.2,6,4.3,81.7,0,0,,0,0,11.2,7.2,275,1029.9,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T22:00:00,6.7,6.7,4.3,84.47,0,0,,0,0,9.4,0.3,8,1030,95,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-24T23:00:00,7.2,7.2,4.9,85.46,0,0,,0,0,9.4,0.1,2,1030,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T00:00:00,7.2,7.2,4.4,82.07,0,0,,0,0,9.4,0.1,2,1029.8,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T01:00:00,7.2,7.2,5,85.6,0,0,,0,0,9.4,0.1,2,1029.6,100,15.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T02:00:00,6.7,6.7,4.3,84.72,0,0,,0,0,9.4,0.4,5,1029.9,99.6,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T03:00:00,6.7,5.9,5,88.63,0,0,,0,0,9.4,5.4,31,1030.3,89.5,15.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T04:00:00,6.7,5.2,5,88.85,0,0,,0,0,9.4,7.6,40,1030.1,99.2,15.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2023-12-25T05:00:00,6.7,4.6,5,88.82,0,0,,0,0,9.4,10.6,40,1030.2,100,15.5,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T06:00:00,6.7,4.5,5,88.97,0,0,,0,0,11.2,10.9,59,1030.2,100,13.4,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T07:00:00,6.2,3.3,5,92.2,0,0,,0,0,13,14.5,60,1030.5,100,9.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T08:00:00,6.2,3.3,5,92.01,0,0,,0,0,13,14.1,58,1030.9,100,5.9,44,0.2,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-25T09:00:00,6.2,3.9,5,92.2,0,0,,0,0,11.2,11,59,1031.4,52.3,4.9,111,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T10:00:00,7.2,5.5,5.6,89.58,0,0,,0,0,11.2,9.2,69,1032.3,29.4,7.9,176,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T11:00:00,7.9,6.7,5.7,86.01,0,0,,0,0,11.2,7.3,58,1031.8,100,10.8,118,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T12:00:00,8.4,6.2,6.1,85.93,0,0,,0,0,9.4,12.8,59,1031,100,13.6,162,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T13:00:00,8.8,8.4,6.2,83.25,0,0,,0,0,11.2,5.1,29,1030.7,100,13.7,86,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T14:00:00,8.9,7.1,6.2,83.14,0,0,,0,0,11.2,10.9,60,1030,100,15.8,74,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T15:00:00,8.9,7.1,6.2,83.09,0,0,,0,0,11.2,10.9,50,1029.8,100,15.8,46,0.2,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T16:00:00,8.9,7.8,6.2,83.14,0,0,,0,0,9.4,7.5,67,1029.8,100,13.1,7,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T17:00:00,8.8,8.8,6.7,86.25,0,0,,0,0,9.4,0.5,7,1030.1,100,15.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T18:00:00,8.4,7.2,6.2,85.95,0,0,,0,0,9.4,7.6,41,1030.3,100,15.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T19:00:00,8.3,7.3,6.2,86.08,0,0,,0,0,7.6,7.2,59,1030.4,89.5,11.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T20:00:00,7.9,6.6,6.1,88.95,0,0,,0,0,9.4,7.4,39,1030.5,99,12.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T21:00:00,7.2,5.5,5.7,89.72,0,0,,0,0,9.4,9.1,70,1030.1,6.2,12.7,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T22:00:00,7.2,4.9,5.7,89.92,0,0,,0,0,9.4,12.6,51,1029.6,53.1,9.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-25T23:00:00,7.2,5.2,5.7,90.15,0,0,,0,0,9.4,10.5,39,1029.3,100,5.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T00:00:00,7.2,5.1,5.6,89.9,0,0,,0,0,9.4,10.9,59,1028.5,100,9.6,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T01:00:00,6.7,3.9,5.6,92.84,0,0,,0,0,9.4,14.3,59,1027.9,5.5,9.7,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-26T02:00:00,6.7,5.9,5.7,92.99,0,0,,0,0,9.4,5.3,252,1028.8,100,7.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-26T03:00:00,7.2,5.9,6.1,93.03,0,0,,0,0,9.4,7.1,254,1028.8,100,7.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T04:00:00,6.7,6.7,5.7,92.91,0,0,,0,0,9.4,0.1,3,1028.2,100,5.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T05:00:00,7.2,5.9,6.1,92.81,0,0,,0,0,9.4,7.6,58,1027.7,100,9.6,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T06:00:00,7.2,6.5,6.1,92.88,0,0,,0,0,9.4,5.2,49,1027.9,100,9.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T07:00:00,7.8,7.8,6.1,89.07,0,0,,0,0,9.4,0.4,2,1027.8,100,7.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T08:00:00,7.8,7.2,6.1,89.07,0,0,,0,0,9.4,5.2,58,1027.9,100,5.9,28,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T09:00:00,7.9,7.2,6.1,88.74,0,0,,0,0,9.4,5.5,67,1028,100,6,67,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T10:00:00,8.4,6.8,6.1,85.83,0,0,,0,0,9.4,9.2,49,1027.7,100,6,111,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T11:00:00,8.3,7.3,6.1,85.88,0,0,,0,0,9.4,7.2,30,1027.3,100,6,142,0.5,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T12:00:00,8.4,8.4,6.1,85.83,0,0,,0,0,9.4,0.1,1,1026.4,100,9.8,120,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T13:00:00,8.4,6.9,5.7,82.96,0,0,,0,0,11.2,8.9,256,1025.4,100,8.1,127,0.5,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T14:00:00,8.5,7,5.7,82.66,0,0,,0,0,11.2,9.2,45,1025,99.6,7.9,155,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T15:00:00,8.4,7.9,5.6,82.58,0,0,,0,0,11.2,5.2,27,1025,98.6,8,115,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T16:00:00,8,6.8,5.7,85.37,0,0,,0,0,11.2,7.2,27,1024.8,2.7,8,23,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T17:00:00,7.3,5.9,5,85.59,0,0,,0,0,9.4,7.6,258,1025,90.3,6.3,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T18:00:00,6.8,6,5,88.57,0,0,,0,0,11.2,5.2,258,1024.7,98.6,6.2,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T19:00:00,6.8,5,5.6,92.59,0,0,,0,0,11.2,8.9,164,1024.4,100,7.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T20:00:00,6.8,5.9,5.7,92.73,0,0,,0,0,11.2,5.5,175,1024.3,100,6,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T21:00:00,6.7,5.4,5,88.82,0,0,,0,0,9.4,7.2,165,1024.2,100,6,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-26T22:00:00,6.7,5.4,5,88.82,0,0,,0,0,7.6,7.2,188,1024.1,100,7.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-26T23:00:00,6.7,5.3,5,88.82,0,0,,0,0,7.6,7.4,187,1023.8,100,9.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T00:00:00,6.7,4.9,5.6,92.63,0,0,,0,0,7.6,9.1,59,1023.2,100,10.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T01:00:00,6.7,6.7,5.6,92.45,0,0,,0,0,7.6,0.4,5,1022.7,100,12.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T02:00:00,7.2,6.5,5.6,89.63,0,0,,0,0,7.6,5.2,49,1022.3,100,13.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T03:00:00,7.2,7.2,5.6,89.46,0,0,,0,0,7.6,0.5,7,1022.1,100,13.6,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T04:00:00,6.7,6,5,88.87,0,0,,0,0,7.6,5.1,244,1021.8,100,12.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T05:00:00,6.7,6.7,5,89.13,0,0,,0,0,11.2,0.2,5,1021.3,100,4,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T06:00:00,6.7,6,5,88.85,0,0,,0,0,11.2,5.2,255,1021.4,100,13.5,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-27T07:00:00,6.7,6.7,5.7,92.84,0,0,,0,0,13,0.5,7,1021.1,100,5.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T08:00:00,7.2,5.8,6.1,92.91,0,0,,0,0,13,7.7,79,1020.9,100,5.8,42,0.2,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T09:00:00,7.2,4.8,6.1,92.72,0,0,,0,0,14.8,12.6,60,1020.9,100,9.7,84,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T10:00:00,7.2,4.8,6.1,92.73,0,0,,0,0,14.8,12.8,69,1020.7,100,9.7,53,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T11:00:00,7.8,5.6,6.1,88.93,0,0,,0,0,16.6,12.6,52,1019.9,100,12.6,151,0.5,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T12:00:00,8.3,6.5,6.7,89.39,0.019,100,rain,0,0,16.6,10.7,48,1018.9,100,15.4,49,0.2,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T13:00:00,8.4,5.7,6.2,86.11,0,0,,0,0,18.4,16.4,59,1017.2,53.1,10.8,95,0.3,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T14:00:00,8.3,6,6.1,86.09,0,0,,0,0,16.6,14.4,40,1016.8,89.5,15.8,153,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T15:00:00,8.3,5.5,6.1,85.96,0,0,,0,0,18.4,18.1,59,1016.2,100,15.8,35,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T16:00:00,8.3,5.9,6.7,89.23,0,0,,0,0,18.4,14.5,50,1015.9,100,16,23,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T17:00:00,8.3,5.7,6.7,89.2,0,0,,0,0,18.4,16.5,42,1015.1,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-27T18:00:00,8.3,5.7,6.7,89.33,0,0,,0,0,20.5,16.2,51,1014.7,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-27T19:00:00,8.8,6.3,7.2,89.35,0.011,100,rain,0,0,20.5,16.5,50,1014.1,100,15.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2023-12-27T20:00:00,8.8,5.6,7.2,89.36,0.008,100,rain,0,0,20.5,23.4,50,1013.4,100,15.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T21:00:00,9.3,6.3,7.8,90.29,0.016,100,rain,0,0,22.3,21.9,31,1012.6,100,15.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T22:00:00,8.8,5.9,7.2,89.6,0.051,100,rain,0,0,29.5,20,20,1012.1,100,10.5,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-27T23:00:00,9.3,6.1,7.9,90.54,0.193,100,rain,0,0,35.3,25.3,32,1010.9,100,10.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T00:00:00,9.4,5.7,8.3,93.29,0.161,100,rain,0,0,46.3,31.4,41,1009.7,100,12.4,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T01:00:00,9.4,5.8,7.9,90.36,0.119,100,rain,0,0,44,29.2,41,1008.3,100,7.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T02:00:00,9.4,5.3,7.9,90.36,0.396,100,rain,0,0,46.2,37.9,32,1007.7,100,4.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T03:00:00,9.4,6.5,7.9,90.36,0.66,100,rain,0,0,43.2,20.7,22,1008,100,4.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T04:00:00,9.4,5.5,7.9,90.36,0.391,100,rain,0,0,39.7,34.5,50,1006.3,100,7.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T05:00:00,9.4,6.9,8.3,93.24,0.225,100,rain,0,0,47.1,17.2,24,1005.2,100,15.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T06:00:00,10,10,8.8,92.49,0.005,100,rain,0,0,26.4,18.5,32,1005,100,16,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T07:00:00,10.6,10.6,8.8,88.71,0,0,,0,0,27.7,20.4,32,1004.6,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T08:00:00,10.6,10.6,9.3,91.5,0,0,,0,0,31.7,18.7,31,1004.7,100,16,9,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T09:00:00,10.6,10.6,8.8,88.66,0.014,100,rain,0,0,33.7,20.7,32,1005.2,100,12.6,53,0.2,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T10:00:00,10.7,10.7,8.9,88.77,0.014,100,rain,0,0,37.3,25.7,32,1005.3,99.6,15.7,44,0.2,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T11:00:00,11.2,11.2,9.4,88.7,0,0,,0,0,25.9,20.1,51,1005.1,100,16,84,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T12:00:00,11.7,11.7,9.4,85.6,0,0,,0,0,24.1,18.2,50,1004.7,100,15.9,83,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-28T13:00:00,11.7,11.7,9.4,85.69,0,0,,0,0,24.1,17.8,50,1004.2,100,15.6,40,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T14:00:00,11.2,11.2,9.4,88.81,0,0,,0,0,24.1,9.4,59,1004.2,100,16,32,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T15:00:00,11.7,11.7,9.4,85.64,0,0,,0,0,22.3,0.5,4,1004.4,100,13.6,18,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-28T16:00:00,10.7,10.7,8.9,88.87,0,0,,0,0,20.5,0.1,2,1005,100,2.9,6,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T17:00:00,10.7,10.7,9.3,91.55,0,0,,0,0,18.4,7.5,278,1005.4,100,4,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T18:00:00,10,10,8.9,92.55,0.008,100,rain,0,0,16.6,8.9,49,1005.9,100,5.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T19:00:00,9.4,8,8.4,93.43,0.019,100,rain,0,0,14.8,9.6,69,1005.6,100,8.1,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T20:00:00,9.4,7.7,8.4,93.43,0.006,100,rain,0,0,11.2,11.1,60,1005.6,100,5.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T21:00:00,8.9,7.8,7.9,93.41,0.029,100,rain,0,0,11.2,7.6,80,1006,100,10.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
