name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2023-12-28T22:00:00,8.9,8.3,7.9,93.45,0.022,100,rain,0,0,11.2,5.5,50,1006,100,5.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-28T23:00:00,8.9,7.5,7.9,93.45,0.016,100,rain,0,0,9.4,8.9,30,1005.8,100,10.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T00:00:00,8.9,8.4,7.8,93.24,0,0,,0,0,9.4,5.2,30,1005.6,100,6.2,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T01:00:00,8.4,7.8,7.8,96.39,0,0,,0,0,7.6,5.3,52,1005.3,100,5,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-29T02:00:00,8.4,8.4,7.2,92.49,0.006,100,rain,0,0,7.6,0.1,1,1005.4,100,3,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-29T03:00:00,8.8,8.3,7.8,93.43,0,0,,0,0,7.6,5.4,257,1005.4,100,5,0,0,0,10,Overcast,cloudy,"72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T04:00:00,8.4,8.4,7.2,92.43,0.02,100,rain,0,0,7.6,0.1,2,1005.2,100,4.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2023-12-29T05:00:00,8.4,8.4,7.2,92.49,0,0,,0,0,5.4,0.1,1,1005.1,100,4.1,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-29T06:00:00,8.4,7.3,7.8,96.5,0,0,,0,0,7.6,7.2,274,1005.2,100,12.5,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T07:00:00,8.4,7.9,7.8,96.47,0,0,,0,0,9.4,5.1,264,1005.2,100,15.3,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-29T08:00:00,8.9,8.4,8.3,96.47,0,0,,0,0,11.2,5.4,269,1005.3,100,13.8,56,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T09:00:00,8.9,7.5,8.3,96.14,0,0,,0,0,13,9.2,252,1005.8,100,15.6,97,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T10:00:00,9.4,7.6,8.3,92.47,0,0,,0,0,14.8,12.3,235,1005.8,29.7,14.1,346,1.2,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T11:00:00,10.1,10.1,7.8,85.64,0,0,,0,0,16.6,11.1,232,1005.4,98.6,14.1,452,1.6,5,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T12:00:00,11.2,11.2,7.1,76.06,0,0,,0,0,18.4,12.8,221,1004.9,98.6,14.1,368,1.3,4,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T13:00:00,11.7,11.7,6.7,71.01,0,0,,0,0,20.5,16.5,250,1004.4,29.7,16,443,1.6,4,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T14:00:00,12.2,12.2,6.7,68.76,0,0,,0,0,20.5,12.8,250,1003.9,0.8,16,121,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T15:00:00,12.2,12.2,5,61.42,0,0,,0,0,44.6,21.3,271,1004.1,82.4,16,192,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T16:00:00,11.7,11.7,3.8,58.54,0,0,,0,0,33.5,18.5,260,1004,1.5,16,30,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T17:00:00,10.7,10.7,4.4,65.11,0,0,,0,0,28,16.7,271,1004.4,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T18:00:00,9.4,7.4,5,74.02,0,0,,0,0,35.3,13,270,1005,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T19:00:00,9.4,7.4,4.4,70.91,0,0,,0,0,18.4,13,261,1005.2,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T20:00:00,8.9,6.8,4.3,73.2,0,0,,0,0,16.6,12.9,270,1005.4,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T21:00:00,8.4,7.7,5,79.31,0.014,100,rain,0,0,14.8,5.7,260,1005,100,15.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T22:00:00,8.4,8.4,3.4,70.73,0,0,,0,0,35.3,0.8,358,1004.8,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-29T23:00:00,7.9,7.1,2.8,70.28,0,0,,0,0,22.3,5.7,303,1004.1,88.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T00:00:00,7.9,6.6,2.8,70.32,0,0,,0,0,18.4,7.6,261,1003.5,97.3,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T01:00:00,7.2,5.5,2.2,70.31,0,0,,0,0,18.4,9.1,251,1003.6,52.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T02:00:00,6.7,4.2,1.7,70.07,0,0,,0,0,22.3,12.9,270,1003.6,48.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T03:00:00,5.7,3.3,0.7,69.87,0,0,,0,0,18.4,11.2,270,1003.5,1.7,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T04:00:00,5.1,1.9,0,69.81,0,0,,0,0,24.1,14.4,270,1003.2,1.7,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T05:00:00,4.4,1.1,-0.6,69.72,0,0,,0,0,24.1,14.6,261,1003.1,0.8,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T06:00:00,3.9,0.5,-1.1,69.7,0,0,,0,0,27.7,14.4,270,1003.5,0.8,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T07:00:00,3.9,0.7,-1.2,69.66,0,0,,0,0,29.5,13,260,1003.7,78.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T08:00:00,4.4,0.5,-1.2,67.21,0,0,,0,0,29.5,17.9,270,1003.9,100,16,19,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T09:00:00,4.4,0.8,-1.2,67.05,0,0,,0,0,29.5,16.1,270,1004.1,100,16,63,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T10:00:00,5,0.3,-0.8,66.34,0,0,,0,0,71.3,27.1,259,1004.3,99.6,16,149,0.5,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T11:00:00,6.2,2.5,-0.1,64.23,0,0,,0,0,56.3,19.9,261,1003.9,88.1,16,239,0.9,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T12:00:00,6.7,3.4,1,67.04,0,0,,0,0,59.3,18.2,260,1003.5,99.6,16,290,1,3,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T13:00:00,7.2,3.6,1.1,65.17,0,0,,0,0,63.8,22.1,279,1003.3,100,16,107,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T14:00:00,7.2,3.5,1.1,65.07,0,0,,0,0,51.6,23.6,271,1003.4,99.6,16,135,0.5,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T15:00:00,7.2,3.8,1.1,65.17,0,0,,0,0,70.2,20.3,260,1004,100,16,20,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2023-12-30T16:00:00,7.2,4.3,1.1,65.08,0,0,,0,0,78.6,16.7,280,1004.7,99.6,16,19,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T17:00:00,7.2,2.8,1.1,65.26,0,0,,0,0,73.6,32.4,289,1005.7,98.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T18:00:00,7.2,5.4,1.1,65.26,0,0,,0,0,71.4,9.7,260,1006.9,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T19:00:00,6.7,5.2,1.1,67.39,0,0,,0,0,29.5,7.9,293,1007.5,84.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T20:00:00,6.7,5.6,1,67.07,0,0,,0,0,40.7,6.1,307,1008.3,98.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T21:00:00,5.7,3.9,-1.7,58.99,0,0,,0,0,25.9,7.9,271,1009,1.5,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T22:00:00,5.6,3.5,-1.7,59.11,0,0,,0,0,25.9,9.4,261,1009.5,1.5,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-30T23:00:00,5,3.9,-1.7,61.93,0,0,,0,0,24.1,5.6,310,1010.4,52.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T00:00:00,5,5,-1.7,61.93,0,0,,0,0,22.3,0.7,359,1010.7,98.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T01:00:00,5,3.2,-1.7,61.93,0,0,,0,0,22.3,7.9,291,1011.3,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T02:00:00,5,3.8,-2.2,59.49,0,0,,0,0,22.3,5.8,271,1012.3,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T03:00:00,5,3.2,-2.9,56.72,0,0,,0,0,20.5,7.9,310,1013.1,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T04:00:00,5,3.7,-3.4,54.84,0,0,,0,0,38.9,6,310,1013.3,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T05:00:00,5,5,-3.4,54.72,0,0,,0,0,20.5,0.7,359,1013.5,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T06:00:00,5,5,-3.4,54.73,0,0,,0,0,20.5,0.9,358,1014.1,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T07:00:00,4.3,4.3,-3.9,55.02,0,0,,0,0,29.5,0.9,354,1014.5,50.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T08:00:00,4.4,1,-3.4,57.08,0,0,,0,0,37.1,14.7,253,1014.9,86.8,16,60,0.2,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T09:00:00,5,1.8,-2.3,59.32,0,0,,0,0,20.5,14.5,241,1015.8,89.1,16,114,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T10:00:00,6.1,3.8,-2.3,55,0,0,,0,0,22.3,11.2,251,1016.2,99.6,16,178,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T11:00:00,6.1,4.1,-2.9,52.43,0,0,,0,0,22.3,9.6,310,1016,99.6,16,111,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T12:00:00,6.1,3.8,-2.9,52.38,0,0,,0,0,20.5,11.2,261,1015.4,99.6,16,125,0.5,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T13:00:00,6.2,3.2,-2.3,54.75,0,0,,0,0,20.5,14.7,253,1015.1,99.6,16,68,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T14:00:00,6.2,2.8,-2.9,52.47,0,0,,0,0,31.7,18.2,270,1014.7,99.6,16,65,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2023-12-31T15:00:00,6.2,3.3,-2.9,52.32,0,0,,0,0,22.3,14.5,270,1015,100,16,40,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T16:00:00,6.1,3.8,-2.9,52.39,0,0,,0,0,18.4,11.2,268,1015.1,100,16,5,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T17:00:00,6.2,4.2,-3.4,50.55,0,0,,0,0,14.8,9.4,288,1015.7,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T18:00:00,6.2,3.8,-3.4,50.52,0,0,,0,0,14.8,11.1,263,1016,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T19:00:00,6.2,3.9,-3.4,50.52,0,0,,0,0,14.8,10.6,273,1016.4,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T20:00:00,5.7,3.2,-2.3,56.51,0,0,,0,0,14.8,11.2,260,1016.4,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T21:00:00,5.7,3.7,-1.8,58.85,0,0,,0,0,13,9,263,1016.4,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T22:00:00,5.7,3.7,-1.3,60.99,0,0,,0,0,13,9.2,250,1016.4,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-31T23:00:00,5.7,3.6,-0.8,63.12,0,0,,0,0,14.8,9.4,259,1016.4,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
